text,label
I stopped eating dairy and dairy products for 2 months; now when I try to eat cereal with milk my intestines somersault and I have a runny tummyðŸ˜­ðŸ˜­ðŸ’”ðŸ’” Wow!!!,none
nothing helps the crippling depression than being told 'sadposting lol' when you open about whats going on,none
"@user  A lot of Nigerians in Nigeria are depressed, waking up without hope can be suicidal... A lot of Nigerians abroad are depressed, been alone and having no close ones around. And vice versa. Who Wan go make e go who Wan stay make e stay. Its a personal struggle not a general problem",self-harm
Been a while we've done btc giveaway Giving $ 1200 worth of bitcoin to one lucky person who retweets this and sends a dm to what $ 1200 could do for them. Make sure you're following @user ! I'll pick randomly after 12hrs,spam
Gon na leave this twt here for now. If you want to join Venther cult w me on Twitter reply below. Group chat of course. No minor please I need to see your age in ur bio.,spam
@user  if he joins then it is curtains for coalition in bihar,none
@user  How the fck you fat and have no tits like what!?!?,conflictual
"@user  @user  @FoxNews  @CNN  @MSNBC  @nypost  @washingtonpost  LMAO, it's only fucktards are the ones you think faux is news. magaMoron",conflictual
"@user  @user  @user  And thanks for the shout out. Amazing how we pay for projects we can't get to. Pay to store a car I can't deal with, web sites we can't manage, maker spaces too busy to visit, a deep learning course almost finished... but then work intervenes and I fork out for another month.",none
"I pushed back, wanting more like a slut in heat. Akin sensed this and began pounding his veiny cock into my pussy. 'OHHHHHHHHHHH FUCKKKKKKKKKK YESSSSSSSSSSSS!' I literally screamedâ€¦not caring who heard me but my scream was muffled by by the car bonnet my mouth was pressed down",profanity
"Mentally, physically and emotionally exhausted.......... ðŸ‘£",none
@user  @user  toobooberz is a scary place,none
"@user  @robbysoave  @jonathanchait  Do you think I'm your student or child for you to proclaim 'I've pateintly & thoroughly explained this to you several times','''' ðŸ˜‚ Your explanation is wrong, slanted, biased, & flawed. You brushed over her co-star saying all Republicans are Nazis yet think you're the moral authority",none
tw // sewer slide i want to unalive myself hehe,self-harm
@user  And I hope through this I can prove to my parents that being a kpop fan is not waste of time sana mapili at goodluck sa mga naghahangad na mapili godbless at congrats in advance everyone â™¥ï¸ðŸ’œðŸ’™,none
'Dear lord please make them bootyholes ugly to me' - Mike P.,sec
"@user  @StephanieBusari  @user  Fighting for who? Abi o goor ni? I am one man army, guns can't harm me. If there is a fight I will fight it myself not protesting based on emotions. Go and bath",none
"I have a free week, so I decided to learn Italian. Why Italian? I'm a big fan of Italian music, Eros Ramazzotti is amazing. I don't know any Italian, but I'm an experienced language learner, let's see what I can do in a week! langtwt studytwt learnitalian",none
"@user  @user  And yeah, it's even worse when you take Bernie's' comments into account because wind the clock back 10 years and the man was licking Lewis's' arse because Lewis made him loads of money.",profanity
@user  @user  @user  Ayo is that a strapon???,none
"@user  She could','n't' speak. At the time I also had my husband who is a quad and his daughter who is mentally/physically challenged. i walked into a room where they were all waiting for me to feed them. I realized- there is room for all of us.",none
"Sometimes I just don't want to be here anymore, everything in my life is so difficult and I don't know if I can take it all. But i remember you and your words always give me strength, so for you i try not to get hurt myself.",none
"I'm crying right now. I feel genuinely insane. Other than Twitter and the research in my head, everything I believe and know about doesn't exist to anyone in my life. I feel completely isolated mentally and physically. No one to relate to on a super deep level ever.",none
"@user  @TerryMoran  South Dakota had the 19th highest suicide rate in 2020, over twice as high as New York's rate.",none
"Straight, Milf, Vulgar, BBC/BWC, Snowbunny, Gangbang, Bukake, double & +3 penetration, Glory Hole, Sloppy seconds, Creampies, Anal/vaginal sex, Excessive semen, Dirty talking Exhibitionism, cruising Condom play Cum on clothes/face/hair/food",sec
@user  Shoppen in Antwerpen,none
"what hurts me the most about this pandemic is that i don't get to physically be there for the one i love, instead it all has to happen via texts and callsðŸ˜”",none
"@user  @user  @user  @bebopnetflix  @user  Yih, however that gif response might just be a result of people bitching about every little detail in the last 2 months? I get they are being antagonizing shits, I just thought the 'advice' was completely misplaced.",profanity
"@user  honour her husband and vice versa. Genesis 2:20-25 God's design for marriage. Our husbands are to cleave to us, and treat us as their own flesh, and we are to reciprocate. We are designed to be unashamed physically, spiritually, and emotionally within our marriages. I'm sure",none
"@user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @rcpsych  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @user  @drjanaway  @user  @user  @user  @user  @user  @user  @user  This is so important. Prevention needs proper understanding, focus & resource. Across social care, health care, education and more. @user  @user  @user  @user  @user",none
@user  This is so fuckee up. I'm so sorry.,profanity
@user  @user  You're the one searching keywords to argue with randos about music tastes and demanding they debate you. Shut the fuck up you stupid cunt.,conflictual
"Does melatonin make anyone else anxious, hallucinate and have nightmares? Last night was a horrible on i woke up after 1.5 hours of sleep then till 8am i kept tossing and turning for hours, would sleep for 20min then wake up & be super scared. That nightmare thoughðŸ˜” lockdown2021",none
Hiï½žðŸ˜„ @OnAirRomeo  I hope to listen LifeGoesOn by @BTS_twt  for MostRequestedLive! It â€˜ s my favorite songðŸ’œThank uï¼ @MostRequestLive,none
"The amount of people saying 'omg i accidentally flew home from cali with weed in my luggageðŸ¤ª', i just wanted to let you know its legal to fly out of LAX with weed.... like they dont care....",drugs
@user  @user  @user  Ok shall we talk about the burning of our cities and looting of businesses all summer long? Yeah. I didn't think so. Just stop your virtue signaling is nauseating. ðŸ™„,conflictual
@user  How to fix thyroid issues? Asking since some family have hypothyroid issues and it sucks,none
@pitobash  @nilamadhabpanda  @user  @PIBBhubaneswar  @odisha_tourism  @DelhiTimesTweet  @arvindpadhee  @sudarsansand  @TheAcademy  @user  @kanak_news  All the best for the future. Keep on making such great movies and making Odisha proud. Jai Jagannath. ðŸ™ðŸ»ðŸ”¥,none
P.S I know covid is serious and people are dying but let me be dramatic for one minute considering Boris really just made these announcements to discract everyone from his tory mates being massive bellends,profanity
tysm y'all for supporting my pinned aaaahh ðŸ˜­,none
